local_authority,active,BNG_E,BNG_N,LONG,LAT,GlobalID,geometry
South Staffordshire,68.99,389625,311037,-2.15495,52.6969,e07c0ced-8ba2-4fe4-8a73-a696da3a26ad,"POLYGON ((398287.0968000004 315407.90479999967, 398002.6009999998 311958.30220000073, 396403.99909999967 310263.1974999998, 396588.9028000003 308999.99899999984, 399820.80179999955 307883.8984999992, 401006.79619999975 304738.89880000055, 398102.1024000002 303100.09789999947, 398057.1997999996 302130.19549999945, 396663.1001000004 302527.90169999935, 394611.80310000014 301571.19549999945, 393245.0027999999 304147.8979000002, 391188.00019999966 304437.09520000033, 388699.4017000003 302480.79509999976, 388641.99959999975 301296.1042999998, 386796.5982999997 300997.8995999992, 387279.7011000002 299012.0979999993, 386092.2969000004 298615.4015999995, 387875.2006999999 297423.2028999999, 388195.19969999976 295186.8029999994, 391046.00380000006 295142.79560000077, 390899.49729999993 292962.1997999996, 389769.89919999987 291989.49819999933, 390310.70100000035 291029.3030999992, 387067.80310000014 289522.00459999964, 388723.9967 285967.90190000087, 388103.80319999997 284109.6038000006, 388887.9992000004 281369.3981999997, 388692.20380000025 280655.30260000005, 381775.90020000003 282326.5042000003, 380049.90390000027 283482.5033, 380567.9988000002 284188.90110000037, 378860.6032999996 287966, 380321.00150000025 290459.49620000087, 382392.301 291833.4028999992, 381833.79700000025 292568.1026000008, 382707.1963999998 293800.49990000017, 380944.0971999997 295097.3986000009, 382343.00380000006 296834.5013999995, 379754.49980000034 299510.6952999998, 378282.6986999996 299584.80409999937, 378172.0993999997 301734.09889999963, 381027.3970999997 300934.5976999998, 382749.99650000036 301364.70460000075, 384339.80090000015 305574.79949999973, 384220.00019999966 306482.8995999992, 383342.4040999999 306575.5030000005, 383951.90380000044 307356.6994000003, 383349.70100000035 309513.8019999992, 379610.49980000034 309514.60170000046, 378476.3998999996 310903.90410000086, 378148.50210000016 312010.89719999954, 379252.49930000026 313720.2979000006, 378787.50260000024 315079.5987999998, 379018.8013000004 315959.5968999993, 381534.60030000005 316163.09860000014, 383523.0038999999 313082.90029999986, 385457.19629999995 315051.79670000076, 387420.40309999976 315053.9960999992, 388087.0987 316278.3956000004, 389245.6040000003 316134.6967999991, 390179.00270000007 320564.49870000035, 392365.9968999997 319027.7985999994, 393420.5979000004 319518.6981000006, 393678.70129999984 320986.6978999991, 395646.6984000001 319550.9989, 394957.7988 318819.7982000001, 397168.00289999973 318192.99760000035, 398287.0968000004 315407.90479999967))"
South Tyneside,61.53,435514,564057,-1.44679,54.9699,64008bb9-19f3-457e-9c55-23d05a7b70b2,"POLYGON ((440840.6786000002 561207.8318000007, 437306.5022 559624.6984999999, 431419.50380000006 559773.5958999991, 431136.2034999998 562629.8982999995, 429837.1034000004 563498.5997000001, 430227.83139999956 565516.2177000009, 435332.49980000034 565665.8003000002, 436827.5505999997 568137.5833, 437194.6838999996 567929.4395000003, 437284.4001000002 567786.1998999994, 437692.7017000001 568112.5261000004, 437800.30030000024 567269.0001999997, 439999.99700000044 564947.4952000007, 441290.9031999996 563585.1049000006, 440842.29870000016 561235.0976, 440840.6786000002 561207.8318000007))"
Southampton,65.89,442303,113700,-1.39952,50.9212,262bf952-49e7-4a24-87b2-b3f9d3eb206b,"POLYGON ((443658.59619999956 116637.40220000036, 445435.2997000003 115930.20460000075, 445217.39919999987 114783.90279999934, 446955.4003999997 113592.80370000005, 447774.59669999965 111495.10419999994, 444921.2918999996 109001.60229999945, 444761.49679999985 109142.39760000072, 443472.0022 110193.89660000056, 443369.24370000046 111812.01899999939, 444260.8979000002 112717.70419999957, 443131.20079999976 112114.89670000039, 443189.84279999975 111262.30749999918, 442634.4079999998 109473.74709999934, 442362.7002999997 110735.89970000088, 442240.00040000025 110260.69749999978, 439999.9713000003 111864.46880000085, 439488.30200000014 112230.80350000039, 438707.50299999956 111772.20480000041, 437687.6593000004 112487.76339999959, 436828.79980000015 114465.20399999991, 438763.5033999998 116864.69710000046, 440583.9963999996 116580.79839999974, 441807.0027999999 117579.6024999991, 443658.59619999956 116637.40220000036))"
Southend-on-Sea,67.55,587777,186837,0.706923,51.5492,2fc8b60e-ac3b-4e51-bb54-97166563f33a,"POLYGON ((595732.0318 186183.75359999947, 593149.6002000002 183929.3002000004, 585272.9000000004 185538.89970000088, 583382.4028000003 185775.70150000043, 582295.2008999996 185397.09999999963, 582269.4237000002 185389.2025000006, 582503.1001000004 189021.8024000004, 582954.2039000001 189736.2979000006, 585490.7969000004 189390.59679999948, 593290.5999999996 187463.59840000048, 593494.5992999999 186302.30089999922, 595587.8965999996 186356.09549999982, 595732.0318 186183.75359999947))"
Southwark,68.94,533945,175869,-0.07308,51.4659,10cb5609-49d5-4b97-9247-0770c29641ec,"POLYGON ((533332.8679999998 180406.80859999917, 533720.0568000004 180259.7918999996, 533675.8225999996 180151.49420000054, 534002.3883999996 180000.0348000005, 534546.7512999997 179747.56240000017, 534756.7194999997 179866.09630000032, 536024.0015000002 180445.2031999994, 536474.4926000005 180374.73489999957, 536620.5473999996 179863.88389999978, 536694.0208999999 178954.07699999958, 536697.0406999998 178949.55089999922, 535207.767 178349.4182999991, 536161.6360999998 174710.1015000008, 534782.4035 173870.1467000004, 534004.2904000003 171449.00789999962, 533716.1259000003 170817.3504000008, 532020.1360999998 174258.15660000034, 532767.2668000003 175851.1936000008, 531463.2762000002 177402.02930000052, 531312.4159000004 180688.26549999975, 533332.8679999998 180406.80859999917))"
Spelthorne,67.99,507012,169622,-0.46254,51.4155,d53198c2-17d7-4bf8-9aa1-094716cb4a7b,"POLYGON ((503611.1975999996 175520.3970999997, 507187.1481999997 174162.4978, 507381.30119999964 172142.00420000032, 511947.9612999996 170483.2469999995, 512535.7012 168963.40410000086, 510720.8973000003 168491.8990000002, 509195.80009999964 166159.79659999907, 508459.3016999997 166792.89540000074, 507410.1012000004 165741.09640000015, 506056.8970999997 166797.60400000028, 505497.99739999976 166437.09720000066, 504888.1019000001 169173.10400000028, 503539.10280000046 169738.90210000053, 503652.49710000027 171138.80140000023, 502779.79860000033 171734.90069999918, 501489.29810000025 174217.90000000037, 502587.90299999993 175761.3981999997, 503611.1975999996 175520.3970999997))"
St Albans,72.53,514580,209623,-0.3407,51.7736,5864c1c6-1815-4736-947c-851c0745c433,"POLYGON ((519051.40189999994 216602.9974000007, 521198.6962000001 214097.20470000058, 518874.1002000002 212417.39550000057, 519058.7977999998 209580.29759999923, 521440.2023 206605.09919999912, 521333.99760000035 205143.99750000052, 520600.79729999974 204864.3975000009, 519911.69990000036 205791.7020999994, 518577.5005999999 205201.50100000016, 518463.10030000005 203875.40059999935, 519115.69689999986 203910.8004999999, 517421.6007000003 202400.30289999954, 517586.60089999996 201119.89939999953, 516052.50009999983 200745.59649999999, 515714.29590000026 201850.9001000002, 513842.7000000002 201302.89699999988, 513779.5016000001 200373.20309999958, 512634.4028000003 200012.99620000087, 512390.00270000007 200555.1009999998, 512375.2028000001 200599.29839999974, 511979.90160000045 202156.80260000005, 510293.3002000004 202737.69629999995, 510447.20249999966 203699.60089999996, 509044.7011000002 205858.40300000086, 508932.29619999975 208654.5025999993, 507657.6014999999 210951.19519999996, 509524.29980000015 211470.6964999996, 509598.8021999998 212484.09640000015, 508420.6984000001 213180.19710000046, 509405.4967 214572.3986000009, 509216.0005000001 216423.59869999997, 509990.7971000001 216979.79949999973, 512188.79849999957 215762.39800000004, 512849.5 217209.80370000005, 514471.5014000004 218081.10429999977, 515888.2997000003 216672.59750000015, 519051.40189999994 216602.9974000007))"
St. Helens,65.12,353412,395992,-2.7031,53.4586,2c79aa6b-d2fc-438c-9445-eb8fd35f8fbf,"POLYGON ((351662.60369999986 402905.4989, 353739.30370000005 400818.6962000001, 355899.09750000015 400545.00459999964, 357256.20160000026 398362.2993999999, 359473.70249999966 398441.2968000006, 359243.09640000015 396492.1046999991, 361791.10059999954 394518.79959999956, 361217.3021 393828.0973000005, 360337.80140000023 395015.4974000007, 360493.6001000004 394152.2045000009, 358410.9966000002 393251.80220000073, 357645.40139999986 394368.8025000002, 355128.00289999973 395326.0985000003, 354787.4983999999 393784.49980000034, 355690.4974999996 393999.09830000065, 355233.49849999975 393119.80000000075, 356007.2973999996 392639.4975000005, 355115.99810000043 388075.7039000001, 354161.5003000004 387836.60229999945, 352692.70040000044 388433.80140000023, 352540.9006000003 389370.9031000007, 350553.1978000002 389731.7997999992, 347786.1964999996 389660.50019999966, 348520.0976 392489.6004000008, 346619.60280000046 393842.8030999992, 347286.90029999986 394343.7996999994, 346696.8013000004 397021.50320000015, 345746.7971000001 396993.90110000037, 345355.2969000004 399036.59640000015, 345935.4029000001 402030.1995000001, 348231.0999999996 404146.90359999985, 349111.4003999997 402150.29509999976, 351662.60369999986 402905.4989))"
Stafford,69.04,389001,327836,-2.16475,52.8479,f5084181-9b74-4efb-b584-9394fbf8c6a6,"POLYGON ((394179.1023000004 341834.90020000003, 397205.89719999954 339329.2973999996, 395858.49760000035 336113.8978000004, 397304.79669999983 335560.7960999999, 399239.5003000004 334348.0033, 400116.8985000001 332755.6991000008, 401465.40299999993 332868.2968000006, 402753.2980000004 330304.4006999992, 404406.0039999997 330348.19820000045, 404354.29920000024 327843.3951999992, 402261.8016999997 325202.00129999965, 403377.9025999997 323319.0002999995, 402919.7988 322324.5048999991, 403878.50150000025 319574.0022999998, 401910.0014000004 318215.6010999996, 398910.20079999976 317960.3041999992, 398287.0968000004 315407.90479999967, 397168.00289999973 318192.99760000035, 394957.7988 318819.7982000001, 395646.6984000001 319550.9989, 393678.70129999984 320986.6978999991, 393420.5979000004 319518.6981000006, 392365.9968999997 319027.7985999994, 390179.00270000007 320564.49870000035, 389245.6040000003 316134.6967999991, 388087.0987 316278.3956000004, 387420.40309999976 315053.9960999992, 385457.19629999995 315051.79670000076, 383523.0038999999 313082.90029999986, 381534.60030000005 316163.09860000014, 379018.8013000004 315959.5968999993, 374131.3021999998 321399.2997999992, 375052.9020999996 322031.99870000035, 374641.6962000001 323853.89719999954, 372043.6031999998 325577.3037999999, 373571.6026999997 326638.2002000008, 374602.20239999983 332762.2971999999, 374598.89609999955 335117.0031000003, 376031.4012000002 335744.80340000056, 376738.1019000001 335242.1973000001, 378593.6035000002 337271.7962999996, 382340.7034 336284.69889999926, 381417.60280000046 339353.00060000084, 381951.70139999967 340711.60170000046, 385828.49619999994 342600.9009000007, 387893.80150000006 338771.49709999934, 388212.3989000004 339605.0984000005, 389173.30310000014 339564.80000000075, 390312.8035000004 342092.59640000015, 391339.7011000002 341541.70409999974, 391924.2017999999 339862.0048999991, 394642.2026000004 341061.6015000008, 394179.1023000004 341834.90020000003))"
Staffordshire Moorlands,69.84,400543,352443,-1.99334,53.0692,67585ffb-9a98-48c4-9666-b929709da2ca,"POLYGON ((406868.5976 366989.3998000007, 409402.9974999996 365710.79580000043, 412633.0991000002 361926.59899999946, 412013.5981999999 359962.70109999925, 414577.20210000034 356201.09789999947, 413877.89719999954 354593.29810000025, 415132.8037999999 351366.50180000067, 414914.6972000003 349751.6040000003, 413865.2988 349135.7003000006, 414526.99789999984 347496.49950000085, 413783.69739999995 346228.9024, 412629.1991999997 348025.59809999913, 411465.1037999997 348421.5047999993, 409751.40079999994 348542.9000000004, 408710.60199999996 346976.29849999957, 407866.5963000003 346977.3980999999, 408111.5982999997 344146.29849999957, 409503.70270000026 342276.20380000025, 405103.3959999997 340647.89990000054, 406578.1983000003 338738.6963999998, 406133.09690000024 338048.0041000005, 405010.10309999995 338212.19710000046, 404095.8990000002 337118.9001000002, 402038.20380000025 338153.9037999995, 397304.79669999983 335560.7960999999, 395858.49760000035 336113.8978000004, 397205.89719999954 339329.2973999996, 394179.1023000004 341834.90020000003, 394776.1024000002 341906.2996999994, 393928.30399999954 343143.0956999995, 394152.50370000023 344425.4986000005, 393053.50299999956 344488.8004999999, 393154.9996999996 345953.1012999993, 391796.99700000044 347154.4974000007, 391262.8984000003 350013.9989, 392281.6994000003 350089.99719999917, 391693.9007000001 351931.69999999925, 389299.7988 352552.90220000036, 388597.8968000002 354704.5963000003, 387961.3037999999 354745.1046999991, 385953.4006000003 357646.1042999998, 389690.1035000002 362508.50239999965, 390641.19600000046 362176.4974000007, 390712.10360000003 365197.9025999997, 392604.79860000033 363508.7960999999, 395402.3973000003 363841.9006999992, 396988.4996999996 366172.5035999995, 400083.59669999965 366292.6992000006, 400937.9994000001 368500.8970999997, 402609.7019999996 369909.5039000008, 402988.1997999996 368519.7017000001, 406868.5976 366989.3998000007))"
Stevenage,66.66,524622,224531,-0.18987,51.9054,a81066f0-5b79-4aaf-a667-90bbd436e12f,"POLYGON ((526484.8026999999 226240.7985999994, 527174.9967999998 223883.20340000093, 526653.1009 222310.6035999991, 527331.9993000003 222373.1956999991, 527682.1009999998 220732.8951999992, 525826.2038000003 221215.49709999934, 524544.3028999995 222028.50430000015, 523705.4008999998 221697.79900000058, 521561.29750000034 224440.30399999954, 522030.59810000006 227217.89890000038, 524909.1963 227544.69539999962, 526484.8026999999 226240.7985999994))"
Stockport,68.68,391806,388264,-2.12467,53.3912,3dce51b9-598a-424b-87ae-c3ea9a4cf688,"POLYGON ((398352.8016999997 392562.6995000001, 399186.8968000002 391007.70460000075, 400607.10030000005 390930.0967999995, 399788.4977000002 387718.6961000003, 397850.2982000001 386519.2993999999, 398030.7991000004 385931.8975000009, 397398.60080000013 386357.79560000077, 395566.3008000003 384501.89690000005, 393763.79860000033 385470.3995999992, 391898.6997999996 385013.3004999999, 390846.39910000004 385612.69889999926, 390032.39719999954 383480.09940000065, 390503.2973999996 382893.6972000003, 389397.60170000046 381165.40190000087, 387168.79679999966 382432.0993000008, 388048.29750000034 383029.7982999999, 387753.60250000004 383989.1037000008, 384071.9024 384769.40029999986, 383684.2030999996 388829.89800000004, 385964.1026999997 390036.1027000006, 385912.70299999975 391365.40220000036, 387571.99679999985 393334.0987, 388372.7982999999 392936.70240000077, 388615.4009999996 394593.9979999997, 389575.3981999997 395363.3978000004, 390684.6969999997 393504.6998999994, 392391.2019999996 393777.50180000067, 393291.2988 392872.60080000013, 394182.20239999983 393394.30150000006, 394794.3981999997 392154.99620000087, 398352.8016999997 392562.6995000001))"
